mct_id,MCT_NM,map,avg_re_rate,is_low_mct_re_rate,industry_avg_re_rate,is_low_industry_re_rate,worst_month,worst_rate,best_month,target_per_segment,best_per_type,worst_per_type
06C463E9D9,청계**,식료품,21.095555555555600,TRUE,35.174791015069700,FALSE,11,15.0,4,1020남,유동고객,직장고객
5AEEA3B4EF,한양**,식료품,21.095555555555600,TRUE,35.174791015069700,FALSE,11,15.0,4,30남,유동고객,거주고객
1400634946,한일**,중식,21.095555555555600,TRUE,30.6497357992074,FALSE,11,15.0,4,1020여,거주고객,신규고객
3E61C339E2,세화**,축산물,21.095555555555600,TRUE,28.537757397473600,TRUE,11,15.0,4,1020남,유동고객,직장고객
B81D338DB6,대성**,축산물,21.095555555555600,TRUE,28.537757397473600,TRUE,11,15.0,4,1020남,유동고객,거주고객
8941E2A3A0,광*,축산물,21.095555555555600,TRUE,28.537757397473600,TRUE,11,15.0,4,1020남,유동고객,직장고객
D5CFCB32BA,희망**,축산물,21.095555555555600,TRUE,28.537757397473600,TRUE,11,15.0,4,1020남,유동고객,거주고객
319880C87E,한일**,축산물,21.095555555555600,TRUE,28.537757397473600,TRUE,11,15.0,4,1020여,유동고객,직장고객
A6277E8E47,세계**,축산물,21.095555555555600,TRUE,28.537757397473600,TRUE,11,15.0,4,1020여,유동고객,직장고객
57AEEDF72B,파리**********,디저트/베이커리,21.095555555555600,TRUE,27.260075807514800,TRUE,11,15.0,4,1020남,유동고객,신규고객
99730CC7C5,진*,주점,21.095555555555600,TRUE,19.052568119891000,TRUE,11,15.0,4,1020남,유동고객,직장고객
1900B33A12,삼대**,한식-면류,21.095555555555600,TRUE,25.469640820980600,TRUE,11,15.0,4,1020여,거주고객,신규고객
112C9E0C52,대구*,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,60여,유동고객,직장고객
87569153FF,원조***,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,1020여,유동고객,신규고객
AC6B3827B8,훈희***,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,1020여,유동고객,신규고객
8425C2D133,몽실******,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,1020여,유동고객,신규고객
21C4BDD140,순대**,한식-탕류,21.095555555555600,TRUE,27.69367664670660,TRUE,11,15.0,4,1020여,거주고객,신규고객
11B0AA1C3B,동원**,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,30여,거주고객,신규고객
E6AE130DD5,마장*****,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,1020여,유동고객,신규고객
EE8D458B93,와이***********,축산물,21.095555555555600,TRUE,28.537757397473600,TRUE,11,15.0,4,1020남,거주고객,신규고객
1F5C564B04,맛드*,반찬,21.095555555555600,TRUE,39.28359756097560,FALSE,11,15.0,4,1020남,거주고객,신규고객
69EE47A25B,피자********,피자,21.095555555555600,TRUE,24.039927601810000,TRUE,11,15.0,4,60여,거주고객,신규고객
6E87D8EF74,담바*,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,1020여,직장고객,신규고객
82F292A867,델리**,식료품,21.095555555555600,TRUE,35.174791015069700,FALSE,11,15.0,4,1020남,신규고객,신규고객
BDEBB09D4F,본토****,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,유동고객,신규고객
9D085B6A2F,동부**,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,1020여,유동고객,거주고객
6D8F7BBA89,고향**,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,1020여,유동고객,거주고객
5B646D947B,풀무*********,식료품,21.095555555555600,TRUE,35.174791015069700,FALSE,11,15.0,4,1020남,유동고객,거주고객
875116B12A,단아**,떡/한과,21.095555555555600,TRUE,33.97482059282370,FALSE,11,15.0,4,1020남,거주고객,직장고객
21752D89FB,영*,건강식품,21.095555555555600,TRUE,19.984804381846600,TRUE,11,15.0,4,1020남,유동고객,거주고객
80E637212D,에스******,카페,21.095555555555600,TRUE,28.747275189093300,TRUE,11,15.0,4,1020여,거주고객,직장고객
CEF3D93273,종로**,떡/한과,21.095555555555600,TRUE,33.97482059282370,FALSE,11,15.0,4,1020남,거주고객,직장고객
33361C935B,만두**,한식-면류,21.095555555555600,TRUE,25.469640820980600,TRUE,11,15.0,4,1020남,거주고객,직장고객
E1C897591D,코페*,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,60남,유동고객,신규고객
1F7ECE7D49,아폴*********,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,60남,유동고객,직장고객
25D2E98F3A,무탁****,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,60남,거주고객,신규고객
66A39F4442,정은****,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,유동고객,신규고객
3E96264C22,맛나**,한식-탕류,21.095555555555600,TRUE,27.69367664670660,TRUE,11,15.0,4,60여,유동고객,직장고객
C1C06DF70A,설빙****,아이스크림/빙수,21.095555555555600,TRUE,34.4909306569343,FALSE,11,15.0,4,60남,유동고객,직장고객
8ABD74319E,70******,주점,21.095555555555600,TRUE,19.052568119891000,TRUE,11,15.0,4,30여,유동고객,신규고객
8749D150F3,오가******,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,1020여,유동고객,신규고객
5BE883AA16,극동*****,축산물,21.095555555555600,TRUE,28.537757397473600,TRUE,11,15.0,4,1020남,거주고객,신규고객
94C8165F35,전주*******,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,1020남,유동고객,직장고객
ED815EC186,양지***,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,1020여,유동고객,신규고객
FBDA2A8798,장군**,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,1020여,거주고객,신규고객
147235F3A5,돈까*,일식,21.095555555555600,TRUE,18.8074204312115,TRUE,11,15.0,4,1020여,유동고객,신규고객
167F268F8E,돔카*,카페,21.095555555555600,TRUE,28.747275189093300,TRUE,11,15.0,4,1020여,유동고객,직장고객
7C3795DF2D,한양***********,식료품,21.095555555555600,TRUE,35.174791015069700,FALSE,11,15.0,4,60여,유동고객,직장고객
E9EB56D7EC,한양***,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60남,유동고객,신규고객
55B4F11C0E,김밥**,분식,21.095555555555600,TRUE,32.302174218475600,FALSE,11,15.0,4,1020남,거주고객,직장고객
C75AC23756,대림****,축산물,21.095555555555600,TRUE,28.537757397473600,TRUE,11,15.0,4,1020남,거주고객,직장고객
4DEDE7CD03,닭한*****,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,1020여,거주고객,신규고객
8F1003CA95,귀일**,분식,21.095555555555600,TRUE,32.302174218475600,FALSE,11,15.0,4,1020여,거주고객,직장고객
04BACBFB49,해장***,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,1020여,거주고객,직장고객
5946F40892,교촌******,치킨,21.095555555555600,TRUE,23.45201709401710,TRUE,11,15.0,4,1020여,거주고객,직장고객
17FF425166,광주**,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,1020여,거주고객,직장고객
AB0716250B,와규**,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,유동고객,신규고객
E9D4FB94A0,참나*****,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,1020여,유동고객,신규고객
149BA1B7C7,써브******,샌드위치,21.095555555555600,TRUE,27.471556982343500,TRUE,11,15.0,4,60남,유동고객,신규고객
2AECA02B3A,대*,축산물,21.095555555555600,TRUE,28.537757397473600,TRUE,11,15.0,4,50여,거주고객,신규고객
11A66B8033,돼지*,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,유동고객,직장고객
CE3D519C06,장어**,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,60여,유동고객,신규고객
03A222EE9D,놀란*,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,60여,유동고객,신규고객
946BE40BF1,토리********,일식,21.095555555555600,TRUE,18.8074204312115,TRUE,11,15.0,4,60여,유동고객,신규고객
B2378AFA3D,성일***,한식-탕류,21.095555555555600,TRUE,27.69367664670660,TRUE,11,15.0,4,60여,유동고객,신규고객
F512DF538E,맘스*******,햄버거,21.095555555555600,TRUE,26.374807370184300,TRUE,11,15.0,4,60여,거주고객,신규고객
C2207433F7,한솥***********,도시락,21.095555555555600,TRUE,39.809537572254300,FALSE,11,15.0,4,60여,거주고객,신규고객
9350A78BD7,동방***,꼬치구이,21.095555555555600,TRUE,14.287245901639300,TRUE,11,15.0,4,60여,유동고객,신규고객
661C7C734C,크로*******,디저트/베이커리,21.095555555555600,TRUE,27.260075807514800,TRUE,11,15.0,4,60남,유동고객,신규고객
43CE48A1CD,스마*,분식,21.095555555555600,TRUE,32.302174218475600,FALSE,11,15.0,4,60남,유동고객,신규고객
0E2AE2C4F1,철*,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,60여,유동고객,직장고객
7102ACD438,인덕***,양식,21.095555555555600,TRUE,12.508429210134100,TRUE,11,15.0,4,60여,유동고객,직장고객
F80F79F599,파파*****,피자,21.095555555555600,TRUE,24.039927601810000,TRUE,11,15.0,4,1020여,거주고객,직장고객
FCBC740B1D,왕십**********,디저트/베이커리,21.095555555555600,TRUE,27.260075807514800,TRUE,11,15.0,4,1020남,거주고객,신규고객
D427F7C6AB,벽산****,포장마자,21.095555555555600,TRUE,19.40686460807600,TRUE,11,15.0,4,1020여,유동고객,신규고객
7D6F493369,춘천***,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,1020여,유동고객,신규고객
98BA99BFE9,가든***,축산물,21.095555555555600,TRUE,28.537757397473600,TRUE,11,15.0,4,1020남,거주고객,신규고객
54529B6426,둘둘***********,치킨,21.095555555555600,TRUE,23.45201709401710,TRUE,11,15.0,4,1020여,거주고객,신규고객
3DD6585AD5,이흥***,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,직장고객,신규고객
2B89D787CB,왕짜*,중식,21.095555555555600,TRUE,30.6497357992074,FALSE,11,15.0,4,60여,거주고객,신규고객
3B0F367222,맛닭******,치킨,21.095555555555600,TRUE,23.45201709401710,TRUE,11,15.0,4,60여,유동고객,신규고객
4208C4C0A7,삼오***,식료품,21.095555555555600,TRUE,35.174791015069700,FALSE,11,15.0,4,30여,거주고객,직장고객
838461E308,찐짜**,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,60여,유동고객,신규고객
E8E75C90BA,20****,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,40여,유동고객,신규고객
37FE3D6CC0,빙아********,아이스크림/빙수,21.095555555555600,TRUE,34.4909306569343,FALSE,11,15.0,4,60여,유동고객,직장고객
BEFB51F3ED,뚱이***,한식-탕류,21.095555555555600,TRUE,27.69367664670660,TRUE,11,15.0,4,60여,거주고객,신규고객
4349A8302A,롯데******,햄버거,21.095555555555600,TRUE,26.374807370184300,TRUE,11,15.0,4,60여,거주고객,직장고객
9AE54FE931,두레******,디저트/베이커리,21.095555555555600,TRUE,27.260075807514800,TRUE,11,15.0,4,1020여,거주고객,직장고객
4EE6AA4F0F,먹거****,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,거주고객,직장고객
0D30BE35C0,온달***,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,1020여,거주고객,직장고객
99A8865F14,백미*,떡/한과,21.095555555555600,TRUE,33.97482059282370,FALSE,11,15.0,4,1020남,거주고객,직장고객
D0ECE18966,진미**,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,거주고객,직장고객
D333ECD384,은하*,주점,21.095555555555600,TRUE,19.052568119891000,TRUE,11,15.0,4,1020남,유동고객,직장고객
C64FD46BFC,덕흥***,축산물,21.095555555555600,TRUE,28.537757397473600,TRUE,11,15.0,4,1020남,거주고객,직장고객
A4369EE806,비타***,반찬,21.095555555555600,TRUE,39.28359756097560,FALSE,11,15.0,4,1020남,거주고객,직장고객
3C97811992,강정***,치킨,21.095555555555600,TRUE,23.45201709401710,TRUE,11,15.0,4,1020여,거주고객,직장고객
1527B8DFD5,미스***,치킨,21.095555555555600,TRUE,23.45201709401710,TRUE,11,15.0,4,1020여,거주고객,직장고객
224AE94A24,예*,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,60여,유동고객,신규고객
F1823DF685,포마***,분식,21.095555555555600,TRUE,32.302174218475600,FALSE,11,15.0,4,60여,거주고객,신규고객
1361C9B25C,사와**,분식,21.095555555555600,TRUE,32.302174218475600,FALSE,11,15.0,4,1020여,유동고객,직장고객
0616E5FFD3,마테****,양식,21.095555555555600,TRUE,12.508429210134100,TRUE,11,15.0,4,60남,유동고객,직장고객
F20A9C3F30,해*,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,거주고객,직장고객
E014ED20D7,유어***,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,60여,유동고객,직장고객
77E78C7C26,금호**************,주점,21.095555555555600,TRUE,19.052568119891000,TRUE,11,15.0,4,60여,거주고객,직장고객
88B36E48D9,필라*******,주점,21.095555555555600,TRUE,19.052568119891000,TRUE,11,15.0,4,1020남,유동고객,직장고객
69BC027D6D,만족********,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,1020여,거주고객,직장고객
A7F9CAA110,대중*****,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,1020여,거주고객,신규고객
0286E31425,장미**,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,1020여,거주고객,직장고객
C26F430D81,삼덕**,농산물,21.095555555555600,TRUE,30.729250493096600,FALSE,11,15.0,4,1020남,거주고객,직장고객
AE28C5ED57,지코*******,치킨,21.095555555555600,TRUE,23.45201709401710,TRUE,11,15.0,4,60여,거주고객,직장고객
572B665575,이디***********,카페,21.095555555555600,TRUE,28.747275189093300,TRUE,11,15.0,4,60남,거주고객,직장고객
93F595E5D2,삼미**,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,1020여,거주고객,직장고객
66FA72C189,지성**,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,1020여,유동고객,직장고객
81FB160AA4,풍년**,농산물,21.095555555555600,TRUE,30.729250493096600,FALSE,11,15.0,4,40여,유동고객,신규고객
6D19A5E92A,중국*,중식,21.095555555555600,TRUE,30.6497357992074,FALSE,11,15.0,4,1020여,유동고객,신규고객
721715F255,퍼멘*****,디저트/베이커리,21.095555555555600,TRUE,27.260075807514800,TRUE,11,15.0,4,60남,유동고객,직장고객
43F46BD63A,수원**,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,1020여,거주고객,직장고객
0400611A92,겨울**,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,1020여,거주고객,신규고객
EC38BD01D9,소대**,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,1020여,거주고객,신규고객
571F96C27E,김밥**,분식,21.095555555555600,TRUE,32.302174218475600,FALSE,11,15.0,4,60여,거주고객,신규고객
C18835BA2E,달리***,포장마자,21.095555555555600,TRUE,19.40686460807600,TRUE,11,15.0,4,1020여,거주고객,신규고객
44EA134147,권가*,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,1020여,거주고객,신규고객
D86773997F,세계********,주류,21.095555555555600,TRUE,23.61684964200480,TRUE,11,15.0,4,60여,거주고객,신규고객
F3D0744667,비어**,호프,21.095555555555600,TRUE,20.30722820236810,TRUE,11,15.0,4,1020여,거주고객,신규고객
43195F0299,나*,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,30남,유동고객,신규고객
41CD6D7430,들창*,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,거주고객,신규고객
E6D7A15FD3,레드**,분식,21.095555555555600,TRUE,32.302174218475600,FALSE,11,15.0,4,60여,거주고객,직장고객
149F54EBF0,금*,중식,21.095555555555600,TRUE,30.6497357992074,FALSE,11,15.0,4,60여,유동고객,신규고객
1F43B61BB2,든든****,호프,21.095555555555600,TRUE,20.30722820236810,TRUE,11,15.0,4,60여,유동고객,신규고객
2C264531BC,주물****,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,유동고객,신규고객
D1138B8FD3,올레*******,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,유동고객,신규고객
73F46BB8A3,육지**,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,유동고객,직장고객
FF37DA45D4,꼬지***,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,유동고객,신규고객
7A6A7EB10A,이모*****,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,유동고객,직장고객
55B960CBD0,더구**,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,유동고객,직장고객
0E559E84F4,양대*,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,유동고객,직장고객
42326C1AF5,금*,중식,21.095555555555600,TRUE,30.6497357992074,FALSE,11,15.0,4,60여,유동고객,신규고객
3BCE6D8224,쏘러*,호프,21.095555555555600,TRUE,20.30722820236810,TRUE,11,15.0,4,50여,유동고객,신규고객
FCAF2BC53E,빽다******,카페,21.095555555555600,TRUE,28.747275189093300,TRUE,11,15.0,4,60남,유동고객,신규고객
87EDA03BF6,뉴스*****,호프,21.095555555555600,TRUE,20.30722820236810,TRUE,11,15.0,4,60여,유동고객,신규고객
E10B522E89,이가**,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,40여,유동고객,신규고객
9DB8C036CD,달포*,포장마자,21.095555555555600,TRUE,19.40686460807600,TRUE,11,15.0,4,60여,유동고객,직장고객
3AE3E04CCF,쥬*,주스,21.095555555555600,TRUE,33.304545454545500,FALSE,11,15.0,4,60남,거주고객,직장고객
13CF34E13D,행컵*****,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,60남,유동고객,신규고객
1AEC503D19,교촌*******,치킨,21.095555555555600,TRUE,23.45201709401710,TRUE,11,15.0,4,60여,거주고객,신규고객
27751D8C2E,악어***,분식,21.095555555555600,TRUE,32.302174218475600,FALSE,11,15.0,4,60남,유동고객,신규고객
B3E898AB24,본도*********,도시락,21.095555555555600,TRUE,39.809537572254300,FALSE,11,15.0,4,60남,유동고객,신규고객
77F596FCF5,본죽*********,죽,21.095555555555600,TRUE,26.328206521739100,TRUE,11,15.0,4,40남,거주고객,신규고객
64E401B0CC,청담**,반찬,21.095555555555600,TRUE,39.28359756097560,FALSE,11,15.0,4,30남,거주고객,신규고객
05992E2BE5,락앤*****,중식,21.095555555555600,TRUE,30.6497357992074,FALSE,11,15.0,4,1020여,거주고객,직장고객
2324CB55B4,래미***,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,1020여,거주고객,신규고객
CF7D4E4D69,함흥***,한식-탕류,21.095555555555600,TRUE,27.69367664670660,TRUE,11,15.0,4,1020여,유동고객,직장고객
69013447B1,냉삼*********,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,유동고객,신규고객
765AA249BB,좋은******,식료품,21.095555555555600,TRUE,35.174791015069700,FALSE,11,15.0,4,50남,거주고객,유동고객
158EC80184,푸른**,축산물,21.095555555555600,TRUE,28.537757397473600,TRUE,11,15.0,4,1020남,신규고객,직장고객
56F352C52C,퀸타*****,디저트/베이커리,21.095555555555600,TRUE,27.260075807514800,TRUE,11,15.0,4,1020남,유동고객,신규고객
5FCE089938,이디******,카페,21.095555555555600,TRUE,28.747275189093300,TRUE,11,15.0,4,60남,거주고객,직장고객
A8B5572DE8,애정***,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,1020여,유동고객,신규고객
3CAACEBFFD,한국***,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,1020여,유동고객,직장고객
52BE681A0A,미네***,일식,21.095555555555600,TRUE,18.8074204312115,TRUE,11,15.0,4,60남,유동고객,신규고객
8532D4C362,그린******,카페,21.095555555555600,TRUE,28.747275189093300,TRUE,11,15.0,4,60남,거주고객,직장고객
50832A2B37,비*,한식-탕류,21.095555555555600,TRUE,27.69367664670660,TRUE,11,15.0,4,60여,유동고객,신규고객
3D05D0CBE9,일미**********,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,유동고객,신규고객
E961D9800C,옐로************,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,60여,유동고객,신규고객
7FD59667F6,풍년*****,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,1020여,유동고객,신규고객
B0B5E9F0A8,미락******,한식-면류,21.095555555555600,TRUE,25.469640820980600,TRUE,11,15.0,4,60여,유동고객,신규고객
F425FD13E4,돈벼***,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60여,직장고객,신규고객
BD237E8126,페로************,카페,21.095555555555600,TRUE,28.747275189093300,TRUE,11,15.0,4,60남,유동고객,거주고객
87CD1EAFC6,호남**,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,60남,직장고객,신규고객
A194A2CDE5,좋은**,농산물,21.095555555555600,TRUE,30.729250493096600,FALSE,11,15.0,4,1020남,거주고객,신규고객
AEE017222D,연탄****,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,60여,유동고객,신규고객
6B31815A9D,개인****************,카페,21.095555555555600,TRUE,28.747275189093300,TRUE,11,15.0,4,60여,직장고객,신규고객
968834B420,백채*********,한식-탕류,21.095555555555600,TRUE,27.69367664670660,TRUE,11,15.0,4,60여,유동고객,신규고객
B7564CFF4B,미사*,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,1020여,유동고객,신규고객
9092940228,하이***,분식,21.095555555555600,TRUE,32.302174218475600,FALSE,11,15.0,4,60여,거주고객,신규고객
CD0848A352,쥬씨*****,주스,21.095555555555600,TRUE,33.304545454545500,FALSE,11,15.0,4,60남,거주고객,신규고객
DA1B23659C,종로**,떡/한과,21.095555555555600,TRUE,33.97482059282370,FALSE,11,15.0,4,1020남,거주고객,신규고객
EC5DF75B11,신전***,분식,21.095555555555600,TRUE,32.302174218475600,FALSE,11,15.0,4,60남,거주고객,신규고객
7727CDA849,코너*,양식,21.095555555555600,TRUE,12.508429210134100,TRUE,11,15.0,4,60남,유동고객,직장고객
735CDC10F9,일로*******,한식-기타,21.095555555555600,TRUE,23.09235057932780,TRUE,11,15.0,4,60남,거주고객,신규고객
F42D0B483B,동부**,축산물,21.095555555555600,TRUE,28.537757397473600,TRUE,11,15.0,4,정보 없음,신규고객,신규고객
3DEF9DCDB9,김밥**,분식,21.095555555555600,TRUE,32.302174218475600,FALSE,11,15.0,4,60여,유동고객,신규고객
D9C37DB102,로데***,한식-육류,21.095555555555600,TRUE,20.125795834682200,TRUE,11,15.0,4,60남,유동고객,신규고객
F5F6298388,동호**,일식,21.095555555555600,TRUE,18.8074204312115,TRUE,11,15.0,4,1020여,유동고객,신규고객
D10F02182E,과일**,농산물,21.095555555555600,TRUE,30.729250493096600,FALSE,11,15.0,4,60남,유동고객,직장고객
B3301EF2AC,부원**,한식-면류,21.095555555555600,TRUE,25.469640820980600,TRUE,11,15.0,4,1020여,거주고객,직장고객
747B2FF05E,장군**,백반,21.095555555555600,TRUE,28.875897295820800,TRUE,11,15.0,4,60여,거주고객,신규고객
BD1FD7F407,바르********,분식,21.095555555555600,TRUE,32.302174218475600,FALSE,11,15.0,4,60남,거주고객,직장고객
9977D38E3F,이삭***,샌드위치,21.095555555555600,TRUE,27.471556982343500,TRUE,11,15.0,4,60남,거주고객,직장고객
88375A5971,김밥**,분식,21.095555555555600,TRUE,32.302174218475600,FALSE,11,15.0,4,60여,거주고객,신규고객
3114F5BFDA,도담**,건강식품,21.095555555555600,TRUE,19.984804381846600,TRUE,11,15.0,4,1020남,거주고객,직장고객
EB66B019B5,카페*********,카페,21.095555555555600,TRUE,28.747275189093300,TRUE,11,15.0,4,1020남,거주고객,신규고객
