ENCODED_MCT,MCT_NM,HPSN_MCT_ZCD_NM,M12_MAL_1020_RAT,M12_MAL_30_RAT,M12_MAL_40_RAT,M12_MAL_50_RAT,M12_MAL_60_RAT,M12_FME_1020_RAT,M12_FME_30_RAT,M12_FME_40_RAT,M12_FME_50_RAT,M12_FME_60_RAT,RC_M1_SHC_RSD_UE_CLN_RAT,RC_M1_SHC_WP_UE_CLN_RAT,RC_M1_SHC_FLP_UE_CLN_RAT,MCT_UE_CLN_REU_RAT,MCT_UE_CLN_NEW_RAT
475ED601EB,지에************,커피전문점,11.0274625,23.186891666666668,20.275545833333336,18.37151666666667,7.937716666666667,2.6225375,5.508941666666666,4.8202875,4.365983333333333,1.8872833333333334,39.24583333333333,5.575,55.17916666666667,15.426250000000001,6.288333333333333
3593B2D487,스테************,카페,12.314770833333334,16.96121666666667,6.937820833333333,4.9356875,1.7561541666666667,19.6810625,21.176283333333334,8.337179166666667,5.843479166666666,2.068845833333333,8.316666666666666,11.308333333333332,80.375,21.202916666666667,20.829166666666666
C45BC175C8,이디***,커피전문점,4.8881958333333335,11.981083333333332,11.449174999999999,5.618145833333333,3.4091875,8.2576375,20.193916666666667,19.109158333333333,9.423520833333333,5.669979166666667,53.725,3.8249999999999997,42.475,34.3725,6.313333333333333
C76DAFE8C1,더리*,카페,4.814075,4.935320833333333,5.528275,11.466716666666668,11.860466666666667,7.769258333333333,7.806345833333334,8.946724999999999,18.258283333333335,18.6062,66.94166666666666,5.8125,27.25,25.247083333333332,6.53875
F2A06B9694,이디*************,커피전문점,7.427716666666666,7.738645833333333,8.0958625,7.627608333333334,6.873291666666667,12.143116666666666,12.6821875,13.374970833333334,12.593224999999999,11.422541666666667,60.65416666666667,5.575,33.75416666666667,35.379583333333336,5.947083333333333
80012F987D,타로*******,카페,26.096283333333332,2.8515208333333333,0.8276583333333334,2.7219625,0.40755,53.23705,5.823479166666666,1.7140083333333334,5.4822041666666665,0.84245,25.995833333333334,3.295833333333333,70.7,23.756666666666664,7.984166666666667
9643B485DF,카페***,커피전문점,34.23072916666667,8.773170833333333,2.7782875,4.659158333333333,1.1815791666666666,32.09010416666667,8.1851625,2.6092125,4.370008333333334,1.1017541666666666,32.30416666666667,10.487499999999999,57.199999999999996,28.75125,6.39
4F68679BB6,더벤*,커피전문점,28.08503333333333,10.6207625,5.5633333333333335,5.549062500000001,1.2724499999999999,26.831633333333333,10.095904166666667,5.386666666666667,5.388437499999999,1.2358833333333334,39.96666666666667,7.325,52.7125,27.909583333333334,7.430833333333333
D72BC9D1A2,카페****,카페,15.661458333333334,3.0352041666666665,4.093370833333333,4.9472625,0.5701875,39.72604166666667,7.685629166666666,10.369129166666667,12.4902375,1.4464791666666665,35.15833333333333,15.049999999999999,49.79583333333333,42.38333333333333,6.212083333333333
61A3133822,낫띵***,카페,10.063414285714284,10.500857142857143,3.0006571428571425,1.3782666666666668,0.17631904761904763,19.046109523809523,18.427714285714284,34.399342857142855,2.4264952380952383,0.5713,2.775,47.225,50.0,12.124782608695652,5.055217391304348
E4A9ECB7B9,커피******,카페,10.596058333333334,20.696470833333333,8.451345833333333,5.874241666666666,1.5898625,11.853941666666666,23.1118625,9.486154166666667,6.579925,1.7768041666666667,23.983333333333334,37.12916666666667,38.9,39.434999999999995,6.975833333333334
FCA7A6787B,로스*****,카페,18.00365,34.4056875,13.714283333333334,3.9615166666666664,0.9596791666666666,7.38385,14.1318125,5.560716666666667,1.5634833333333333,0.31532083333333333,10.966666666666667,13.972222222222221,75.06666666666666,27.60166666666667,4.480416666666667
BDD7EBEC25,전광***,카페,0.0,0.0,51.33914117647059,21.037329411764706,0.0,0.0,0.0,27.525564705882353,0.09796470588235294,0.0,0.0,0.0,100.0,61.765882352941176,10.784117647058823
82090124F0,백억******,카페,15.186791666666666,20.372916666666665,12.770208333333334,8.453891666666667,2.6320666666666668,10.375708333333334,13.93125,8.717291666666666,5.766941666666667,1.8054333333333332,18.108333333333334,31.84583333333333,50.041666666666664,36.69375,8.777083333333334
AD57E72BC9,하루*******************,카페,14.736891666666667,7.3891583333333335,2.0354666666666668,2.3566583333333333,0.8398833333333333,39.200608333333335,19.565008333333335,5.397866666666666,6.243341666666667,2.2184500000000003,11.479166666666666,9.9625,78.55833333333334,16.573333333333334,7.172499999999999
869C372EFC,구*,카페,2.52425,3.122158333333333,2.8596958333333333,2.738466666666667,3.175425,14.759083333333335,17.986175,17.719470833333332,16.028200000000002,19.10790833333333,38.75833333333333,15.950000000000001,45.30833333333334,16.927916666666665,7.885000000000001
18FC952F28,카페***,카페,33.547134782608694,7.957539130434783,3.990904347826087,7.968243478260869,2.2026739130434785,26.75721304347826,6.385939130434783,3.1569217391304347,6.283930434782608,1.7364565217391303,27.441666666666666,6.483333333333333,66.075,21.23304347826087,3.2360869565217394
133FADDC35,메가***********,커피전문점,10.5331,10.173233333333334,8.98625,8.911245833333334,5.806379166666667,13.187733333333334,12.730933333333333,11.267916666666666,11.151254166666666,7.256120833333333,57.13478260869565,7.617391304347826,35.24782608695652,31.674583333333334,9.034166666666666
9911CB0D95,둘*,카페,12.6614875,24.638554166666665,12.239804166666666,8.78675,4.274029166666667,7.6635125,14.707279166666666,7.2393624999999995,5.25075,2.5468041666666665,23.3625,34.0875,42.55833333333333,41.08291666666667,6.378333333333334
B88DBA7876,초코**,테마카페,6.928987500000001,13.519629166666666,13.695833333333333,11.219508333333332,5.840479166666667,6.6168458333333335,12.842870833333334,13.058333333333332,10.701324999999999,5.584520833333333,59.583333333333336,3.420833333333334,36.99583333333333,28.283749999999998,6.949166666666667
5DEC65272B,허*,카페,0.0,0.074475,8.835129166666666,78.58185833333333,12.062716666666667,0.0,0.000525,0.05237083333333333,0.33064166666666667,0.06228333333333333,88.66666666666667,1.3916666666666666,9.941666666666666,41.20166666666667,5.303333333333334
15B7F02740,라피**,카페,10.5923125,15.433616666666666,9.0859375,8.8269375,2.014133333333333,12.420187499999999,18.166383333333332,10.7265625,10.368895833333333,2.3900333333333332,15.721739130434784,1.182608695652174,83.08260869565218,36.39083333333333,6.490416666666667
CD4571800C,유*,카페,8.846820833333334,14.707175,11.3727375,14.956816666666667,7.7501375,6.465679166666667,10.817825,8.3147625,11.00985,5.729029166666667,29.837500000000002,21.1875,48.979166666666664,28.16875,6.65875
DD5C3290AF,이디******,커피전문점,10.299470833333332,12.3031,8.167720833333334,8.34815,5.241291666666666,13.0088625,15.438566666666667,10.282279166666667,10.410183333333334,6.512875,48.39166666666667,7.895833333333333,43.7125,30.544166666666666,6.489999999999999
F1758BF01F,바오*********,커피전문점,11.001329166666666,15.621704166666667,7.759858333333334,8.690741666666666,3.1931208333333334,12.769504166666666,18.140795833333332,9.010975,10.092591666666666,3.7110458333333334,40.516666666666666,19.808333333333334,39.68333333333333,27.570833333333336,6.964583333333334
2E5E8F46A2,커피****************,커피전문점,7.889466666666667,11.956104166666668,7.1589,13.90105,5.915204166666666,8.864700000000001,13.448062499999999,8.086933333333333,16.028116666666666,6.7514625,39.108333333333334,16.341666666666665,44.5375,23.252916666666668,7.1225
4E5DEDBDDC,바리*******,커피전문점,6.393004166666667,12.1922375,8.501629166666666,6.9133375,1.8566874999999998,11.519495833333332,21.68692916666667,15.260870833333334,12.378329166666667,3.3183124999999998,44.29583333333333,32.675000000000004,23.037499999999998,30.918333333333333,5.479583333333333
63135A8618,복고*********,커피전문점,31.777429166666668,9.0874375,6.460533333333333,13.289404166666666,5.988158333333334,16.510070833333334,4.4750625,3.2478,6.373095833333333,2.7785083333333334,35.2,11.504347826086958,53.29130434782609,27.527083333333334,10.663333333333334
77B5670808,앨*,카페,22.099345833333334,3.1426916666666664,5.5215125,6.675325,1.9399458333333335,34.075654166666666,4.898975,8.4784875,10.212175,2.9767208333333333,31.537499999999998,13.700000000000001,54.77916666666667,38.1975,7.30125
D3E9FFD90F,카페**,카페,17.777045833333332,1.3328541666666667,1.8812958333333334,4.935695833333333,0.3595791666666666,49.88962083333333,3.7671458333333336,5.243704166666666,13.801804166666665,1.0070875000000001,33.135000000000005,10.745000000000001,56.120000000000005,37.291666666666664,5.596666666666667
F1D42A1E4A,커농**,카페,13.0204625,18.976354166666667,22.317475,16.186670833333334,5.0905458333333335,4.1545375,6.1278125,7.224191666666667,5.271662500000001,1.6302875,36.237500000000004,19.529166666666665,44.23333333333333,44.571666666666665,4.801666666666667
DB4CA4D632,목로**,카페,14.318600000000002,6.740420833333334,1.7494500000000002,1.5178083333333332,0.36214166666666664,45.00223333333333,19.484579166666666,4.967216666666666,4.7571916666666665,1.104525,8.7125,5.820833333333333,85.47083333333335,10.14125,10.975416666666666
CA4D5857BC,매머************,커피전문점,15.316804166666666,20.019395833333334,10.245070833333333,6.164429166666667,2.8546041666666664,12.737362500000001,16.647270833333334,8.521595833333334,5.127237500000001,2.3745625,16.695833333333333,32.63333333333333,50.67916666666667,42.18333333333333,6.552083333333333
9DE5AC9FFD,빽다**********,커피전문점,20.066995833333333,17.493858333333332,9.298983333333334,7.478750000000001,3.6482958333333335,14.545504166666667,12.660308333333333,6.755183333333334,5.40875,2.6350375,22.254166666666666,22.09166666666667,55.666666666666664,32.13041666666667,7.147083333333334
16F5C2A5B3,이디**********,커피전문점,14.657395833333332,16.654741666666666,10.1024625,9.837766666666667,6.474733333333333,10.759270833333334,12.199425,7.414204166666667,7.2039,4.7211,17.891666666666666,17.583333333333332,64.52916666666667,22.861666666666665,7.437916666666666
C7B69482A3,스텀********,카페,11.438745833333334,16.0280875,11.406270833333332,6.618308333333334,2.952158333333333,12.048754166666667,16.9719125,12.160395833333332,7.119191666666667,3.235341666666667,11.358333333333334,36.00833333333333,52.645833333333336,45.57541666666666,5.892916666666667
53A8784B97,메가***********,커피전문점,28.180979999999998,5.8742600000000005,2.13658,3.3151200000000003,0.7451000000000001,41.89902,8.64574,3.16342,4.92488,1.0949,20.48,11.68,67.84,37.574,53.48
43B9C1697C,카페*,카페,40.76790416666667,8.1561375,3.5941666666666667,6.438354166666667,1.1545750000000001,27.002929166666664,5.4688625,2.3808333333333334,4.2783125,0.7620916666666666,23.837500000000002,14.6,61.574999999999996,61.05041666666667,4.804583333333333
7439039EF1,나인***********,카페,17.744783333333334,10.989283333333333,5.168283333333333,4.863933333333333,2.200975,25.53855,15.794049999999999,7.45255,7.0319,3.186525,34.05833333333333,5.379166666666666,60.54583333333333,24.069166666666664,7.3500000000000005
17FCA23DD7,카페****,카페,4.467608333333334,9.708504166666666,7.611758333333333,7.2968,4.114129166666666,9.024058333333334,19.549829166666665,15.304908333333332,14.699033333333333,8.244204166666666,52.25,7.6625000000000005,40.079166666666666,34.67416666666667,6.316666666666666
B7C6FE8E60,희낭**,카페,2.320816666666667,6.425116666666667,5.9221,4.993533333333334,2.8729,8.04585,21.474883333333334,20.494566666666667,17.523133333333334,9.860433333333333,64.75,2.6666666666666665,32.56666666666667,11.986666666666666,35.515
BE8BE0B9CF,오솜**,카페,3.6172583333333335,7.573279166666667,10.6107125,4.319616666666667,2.2393916666666667,9.178575,19.189220833333334,26.780954166666664,10.876216666666666,5.606441666666666,60.262499999999996,8.429166666666667,31.304166666666664,38.63375,6.072916666666667
58C2DD4547,빈플**,카페,9.978283333333334,12.833174999999999,7.9477375,9.849679166666666,6.913358333333334,11.005049999999999,14.183491666666667,8.773095833333334,10.891987499999999,7.6533083333333325,43.62916666666666,2.8125,53.550000000000004,27.105833333333333,7.196666666666666
21373CB273,김종***,카페,10.3068625,21.535920833333336,18.122474999999998,12.845475,5.056104166666667,4.897304166666667,10.2099125,8.552525000000001,6.075358333333334,2.4105624999999997,26.5,18.070833333333333,55.42083333333333,21.427083333333332,7.170000000000001
6D331F1EE9,카페***************,카페,12.4966875,10.37105,6.028879166666667,8.369583333333333,3.5194083333333332,18.074145833333333,15.074783333333334,8.746120833333334,12.16375,5.130591666666667,38.15416666666667,11.275,50.56666666666666,23.52,7.0675
BD730ED969,씨씨****,카페,12.235729166666667,43.019299999999994,24.593016666666667,13.673408333333333,4.453345833333334,0.26427083333333334,0.8557,0.48615,0.322425,0.1049875,11.226086956521739,5.221739130434782,83.54782608695652,35.86708333333333,6.18875
CA5307D30A,포레**,카페,15.760229166666667,12.673820833333332,6.192783333333334,11.515758333333332,7.315116666666667,13.681437500000001,11.0345125,5.344716666666667,10.050908333333334,6.422383333333333,46.475,11.595833333333333,41.949999999999996,32.70166666666667,6.415833333333333
9E719E496C,라프*,카페,14.208733333333333,7.331041666666667,2.0944333333333334,2.1364291666666664,0.4046791666666667,40.103766666666665,20.631458333333335,5.9014,6.0427375,1.1453208333333333,5.620833333333334,1.9583333333333333,92.42916666666667,7.88625,9.73375
81A9553F88,굴*,카페,9.933120833333334,10.962733333333333,3.3522541666666665,2.4317083333333334,1.2509583333333334,25.958545833333332,28.02893333333333,8.543579166666666,6.376625,3.1532083333333336,26.954166666666666,9.595833333333333,63.449999999999996,22.022499999999997,5.990833333333334
FDD6335CBC,카페***,카페,36.281125,30.063258333333334,8.96395,3.2088249999999996,1.1238249999999999,9.318875,7.578408333333333,2.3027166666666665,0.8578416666666667,0.301175,3.7,0.0,96.3,30.8025,0.03833333333333334
ED968D5FD1,할리********,커피전문점,14.595145833333333,11.6225625,7.505754166666667,7.272225,3.73925,17.909020833333333,14.394104166666667,9.302579166666666,9.023608333333334,4.639916666666667,47.19565217391305,6.939130434782609,45.873913043478254,24.258333333333336,8.1175
3DB47F6D25,학다*,카페,4.7525875,0.15831666666666666,3.1984333333333335,5.009525,51.89897916666666,2.4599125,0.08751666666666667,1.2849000000000002,2.557141666666667,28.59685416666667,29.75714285714286,5.95,64.29285714285714,24.363333333333333,7.070416666666667
FA8BCD6DDD,트리***********,커피전문점,7.208247826086957,9.902760869565217,8.690273913043479,6.896621739130435,4.689921739130435,12.152621739130437,16.571152173913045,14.48798695652174,11.590334782608695,7.788339130434783,62.70869565217391,8.604347826086956,28.70434782608696,36.19173913043478,16.358695652173914
2F2BBD5117,아재********,커피전문점,13.605041666666667,26.19192083333333,14.9909625,9.334025,2.1251708333333332,6.999125,13.287245833333335,7.675704166666667,4.674308333333333,1.0998291666666666,8.308333333333334,43.30833333333334,48.387499999999996,38.77458333333333,6.123333333333334
4BF0C08F5F,지니*****,카페,11.122166666666667,11.798812499999999,7.0443,9.7006,7.511116666666666,12.465333333333334,13.201187500000001,7.889033333333334,10.8619,8.409716666666666,58.95416666666667,4.7375,36.30833333333333,33.712916666666665,6.988333333333333
E0A583DB58,카페***,카페,4.6564375,11.071950000000001,10.475925,7.891366666666666,5.0168333333333335,7.526895833333334,17.236383333333333,16.607408333333336,11.941966666666666,7.574833333333333,53.99166666666667,6.654166666666666,39.35,22.494583333333335,6.692083333333334
70F032FFD5,로드*************,커피전문점,8.635675,7.914025,3.3947875,2.723104166666667,0.8124458333333333,27.589325,25.977641666666667,11.2052125,8.989395833333333,2.7625541666666664,1.3833333333333335,1.6083333333333334,97.00833333333333,23.350416666666664,8.245833333333334
FDC922ABCE,라*,카페,30.935120833333333,10.884929166666666,3.0785916666666666,5.985541666666666,1.8868291666666668,27.731545833333332,9.723404166666667,2.750575,5.351958333333333,1.6798374999999999,22.645833333333332,4.783333333333333,72.5625,14.415,6.28875
2716FFD10A,소울*************************,커피전문점,12.438041666666665,13.992716666666666,7.837,5.988520833333333,2.9832875,17.136958333333332,18.39895,9.992166666666668,7.690645833333334,3.5333791666666667,16.395652173913046,13.530434782608696,70.0695652173913,26.709166666666665,7.392916666666667
06A87DAA45,푸르******,카페,0.0,0.0,0.0,0.0,0.0,0.0,2.4583333333333335,0.0,0.0,97.54166666666667,0.0,100.0,0.0,88.88875,0.0
B2781768EE,앙골******,카페,14.829233333333333,26.863891666666664,13.31055,6.196958333333334,1.6936791666666666,8.599933333333334,15.819441666666668,7.8727833333333335,3.7280416666666665,1.0688208333333333,11.920833333333334,42.762499999999996,45.324999999999996,43.00375,6.170833333333333
2C8DAA2BF9,메조******************,카페,8.050537499999999,12.60945,5.689262500000001,2.5694208333333335,0.528775,19.4994625,30.236383333333333,13.5232375,6.047245833333334,1.2378916666666666,0.19999999999999998,2.1333333333333333,97.66666666666667,20.212500000000002,13.121666666666668
8BA83008CB,주식******,커피전문점,16.575266666666668,20.282149999999998,5.915220833333334,3.2692916666666663,1.1127791666666667,19.320566666666668,21.99285,6.809779166666666,3.534875,1.1872208333333332,14.904166666666667,29.016666666666666,56.07083333333333,18.915833333333335,6.909583333333334
75296C3F60,원빈**********,카페,11.191600000000001,22.283045833333333,13.777295833333334,10.538770833333333,3.5142458333333333,7.000066666666666,14.050287500000001,8.689370833333333,6.6695625000000005,2.273254166666667,20.483333333333334,36.72083333333333,42.800000000000004,43.7475,6.7124999999999995
F12D55091A,골드*******************,카페,9.4248,13.5864,7.3032,9.4248,1.0608,13.6752,19.7136,10.5968,13.6752,1.5392,25.6,38.5,35.9,0.0,100.0
BF8F8AFC4B,쉭앤******************,카페,7.3220125,9.286466666666668,4.4203375,2.7332250000000005,0.6170208333333334,22.7779875,28.838533333333334,13.5671625,8.512608333333334,1.9246458333333332,9.935714285714285,39.92142857142857,50.16428571428571,38.0475,2.34375
45F19425EF,카페***,카페,10.404925,12.954408333333333,13.180845833333334,9.9352125,11.5148625,7.524241666666666,9.353925,9.585820833333333,7.1897875,8.339304166666667,36.987500000000004,17.6125,45.40833333333333,30.044166666666666,7.402083333333334
0EE4BD7D7A,오*,카페,9.348808333333332,11.0418625,7.361999999999999,3.8782,2.3753791666666664,18.588691666666666,21.47480416666667,14.121333333333332,7.530133333333333,4.257954166666667,26.162499999999998,30.891666666666666,42.9375,30.270416666666666,7.012083333333333
C6A7D1B09B,카페**,카페,4.822279166666667,6.485125,4.573975,14.4630875,13.345791666666665,6.431887499999999,8.469041666666667,5.913525,18.895245833333334,16.587541666666667,42.4625,19.537499999999998,38.0,23.042083333333334,6.49625
424ABA9D67,젠틀*****,커피전문점,13.789666666666667,22.059862499999998,8.671845833333334,5.470633333333333,1.9620583333333332,12.618666666666668,20.4776375,8.019820833333332,5.1002,1.8296083333333335,14.950000000000001,32.0375,53.00833333333333,38.03375,8.163333333333334
5A5B5CC478,파머***,카페,19.5121625,12.414295833333334,2.7396708333333333,3.6049291666666665,1.0980916666666667,30.117004166666664,19.044037499999998,4.189495833333333,5.6034041666666665,1.6519083333333333,13.191666666666668,8.720833333333333,78.09583333333333,11.314166666666667,10.2625
1389DE67CE,프롬**************,카페,4.7932375,11.375145833333335,13.522754166666667,6.131008333333334,2.999629166666667,7.535929166666667,17.924854166666666,21.3064125,9.664825,4.737870833333333,59.02916666666667,2.6458333333333335,38.32083333333333,36.88625,10.707500000000001
D749124593,코끼******,카페,4.731041666666667,22.654012499999997,17.3933875,37.06692916666667,9.0469125,0.40645833333333337,2.304320833333333,1.8441124999999998,3.7664041666666663,0.7864208333333332,40.78333333333333,3.375,55.84583333333333,12.067916666666667,12.887500000000001
D5FAEB61B0,위윌*******************,커피전문점,5.5282,11.197925000000001,10.219325000000001,5.78905,1.38225,10.671800000000001,21.527075,19.530675000000002,11.58595,2.54275,63.925,3.675,32.375,24.265,51.2225
E4E4B45D06,카페***,카페,2.4012875,9.767841666666667,7.325045833333333,5.855645833333333,2.1253333333333333,6.2362125,25.757158333333333,19.204120833333334,15.7401875,5.574666666666666,66.0578947368421,9.142105263157895,24.81578947368421,37.589166666666664,4.957916666666667
384FAF740C,벌스*********************,카페,6.241059999999999,15.08226,9.93026,8.578619999999999,4.70694,7.018940000000001,19.03774,12.56974,11.08138,5.79306,60.67999999999999,13.4,25.919999999999998,26.841999999999995,50.44
21348D6015,렉*,카페,3.6798625,13.174750000000001,13.077120833333334,8.425020833333333,2.8941166666666667,5.253470833333333,18.779416666666666,18.635379166666667,11.979145833333334,4.114216666666667,72.1125,4.491666666666666,23.391666666666666,52.54583333333333,5.476666666666667
085F6E716F,그레**,커피전문점,12.31535294117647,20.65525882352941,11.740376470588235,8.040141176470588,7.781882352941176,8.355235294117646,14.256505882352942,7.053741176470588,4.8304470588235295,4.982823529411765,17.03529411764706,15.24705882352941,67.7235294117647,30.52470588235294,24.26058823529412
50A2E31DF5,해리****************,카페,6.844716666666667,16.34239583333333,9.864066666666666,9.437679166666667,4.4141125,7.738616666666666,18.482604166666665,11.202599999999999,10.6789875,4.981720833333333,30.6375,14.554166666666667,54.80833333333334,26.83,7.320833333333333
A89BEC57A0,티아*********************************,커피전문점,31.546449999999997,11.316725,5.3877625,5.880624999999999,0.9759708333333333,25.59521666666667,9.283275,4.408070833333333,4.806875,0.7906958333333334,39.074999999999996,16.991666666666667,43.9125,40.75125,5.837916666666666
8E3B9888E3,맨스****,커피전문점,45.98312083333334,2.1636416666666665,1.7268041666666667,5.8636375,0.8796666666666666,35.216879166666665,1.6530250000000002,1.3148625,4.5196958333333335,0.6786666666666666,34.9125,3.454166666666667,61.64166666666667,42.47541666666667,6.03125
CEC2707AF8,컴포**********,커피전문점,28.03202142857143,9.142485714285714,4.7714357142857144,5.226842857142857,1.4307642857142857,29.646549999999998,9.664657142857143,5.0428500000000005,5.523157142857142,1.5120928571428571,39.58571428571429,10.564285714285715,49.864285714285714,39.23571428571428,19.865000000000002
5D9E5F8645,텐페***************,카페,19.628720833333333,9.038937500000001,4.831733333333333,5.721533333333333,1.80945,28.371279166666667,12.990229166666666,6.8641000000000005,8.157633333333333,2.5780499999999997,42.1875,10.754166666666668,47.0625,31.532083333333333,6.746666666666666
3CBD6CE416,요커***********,카페,15.511199999999999,9.508939999999999,2.2279299999999997,4.1244700000000005,2.03986,31.0288,18.80106,4.46207,8.28553,4.02014,56.739999999999995,9.17,34.089999999999996,35.665,21.422
30623F3257,카페****,카페,6.159533333333333,14.465358333333333,19.219225,12.307466666666665,8.492404166666667,4.152966666666667,9.213808333333334,12.668275,8.030033333333334,5.2867625,50.645833333333336,1.9375,47.40833333333333,47.91958333333333,5.745833333333334
41B1FC479A,오트**,카페,6.267612499999999,12.974358333333333,9.067291666666668,2.6625666666666667,1.4805624999999998,13.299054166666666,27.58814166666667,17.949375,6.0416,2.6777708333333337,18.99230769230769,7.892307692307692,73.12307692307692,9.414166666666667,5.87625
FEC2FCF4DA,이디***********,커피전문점,14.858879166666666,13.129779166666665,8.100070833333334,8.111537499999999,4.955679166666667,15.3327875,13.5993875,8.362429166666667,8.4134625,5.140154166666666,44.67083333333333,9.0625,46.262499999999996,28.276666666666667,6.708749999999999
81C425F47D,쉘리*****,카페,1.51551875,6.5216312499999995,7.7800125,1.56925625,1.01325625,6.52198125,28.340868750000002,34.5574875,7.72449375,4.4554937500000005,54.8625,10.7,34.44375,30.44875,21.241875
5B5AE038F6,에픽*****,커피전문점,3.261283333333333,10.859162499999998,8.697991666666667,2.9786750000000004,1.2485916666666668,8.95955,29.270004166666666,23.389508333333335,7.979658333333333,3.355575,55.37916666666666,9.4375,35.18333333333333,46.29708333333334,5.8374999999999995
58D324F8BD,릴레***********,카페,15.570733333333335,15.946145833333333,4.547229166666667,3.1154666666666664,1.261225,22.8751,23.491354166666667,6.7277708333333335,4.592866666666667,1.8804416666666668,22.09583333333333,21.045833333333334,56.84166666666667,24.42125,6.934166666666666
7E63F9E0CF,리틀****,카페,11.298188235294118,10.602076470588235,2.2774941176470587,3.7282,1.2172176470588234,27.3724,26.1391,5.516623529411765,8.901211764705883,2.965135294117647,27.405882352941177,28.923529411764704,43.65294117647059,18.19529411764706,19.975294117647056
E58F84D462,소적*****,카페,7.1291375,10.193145833333334,6.709945833333333,7.651841666666667,3.9523166666666665,12.812529166666666,18.2401875,12.231720833333334,13.993991666666666,7.072683333333334,32.87916666666667,9.362499999999999,57.75,18.42833333333333,8.316666666666666
